family,number,id,name,description,type,status,placeholder_values,profile_notes,page
SI,02(03),si-2.3,Flaw remediation,"Flaw remediation: Time to remediate flaws and benchmarks for corrective actions
a. Measure the time between flaw identification and flaw remediation.
b. Establish the following benchmarks for taking corrective actions: [Assignment: organization-defined benchmarks].",Control,Not selected,NA,NA,138
SI,02(04),si-2.4,Flaw remediation,"Flaw remediation: Automated patch management tools
Withdrawn: Incorporated into SI-02.",NA,NA,NA,NA,138
SI,02(05),si-2.5,Flaw remediation,"Flaw remediation: Automatic software and firmware updates
Install [Assignment: organization-defined security-relevant software and firmware updates] automatically to [Assignment:
organization-defined system components].",Control,Not selected,NA,NA,138
SI,02(06),si-2.6,Flaw remediation,"Flaw remediation: Removal of previous versions of software and firmware
Remove previous versions of [Assignment: organization-defined software and firmware components] after updated
versions have been installed.",Control,Selected,NA,NA,138
SI,03,si-3,Malicious code protection,"A. Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at
system entry and exit points to detect and eradicate malicious code;
B. Automatically update malicious code protection mechanisms as new releases are available in accordance with
organizational configuration management policy and procedures;
C. Configure malicious code protection mechanisms to:
1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from
external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened,
or executed in accordance with organizational policy; and
2. [Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined
action]]; and send alert to [Assignment: organization-defined personnel or roles] in response to malicious code detection;
and
D. Address the receipt of false positives during malicious code detection and eradication and the resulting potential
impact on the availability of the system.",Control,Selected,"C. 1) frequency [at least
every 30 days]
C. 2) selection [quarantine
malicious code]",NA,138
SI,03(01),si-3.1,Malicious code protection,"Malicious code protection: Central management
Withdrawn: Incorporated into PL-09.",NA,NA,NA,NA,139
SI,03(02),si-3.2,Malicious code protection,"Malicious code protection: Automatic updates
Withdrawn: Incorporated into SI-03.",NA,NA,NA,NA,139
SI,03(03),si-3.3,Malicious code protection,"Malicious code protection: Non-privileged users
Withdrawn: Incorporated into AC-06(10).",NA,NA,NA,NA,139
SI,03(04),si-3.4,Malicious code protection,"Malicious code protection: Updates only by privileged users
Update malicious code protection mechanisms only when directed by a privileged user.",Control,Selected,NA,NA,139
SI,03(05),si-3.5,Malicious code protection,"Malicious code protection: Portable storage devices
Withdrawn: Incorporated into MP-07.",NA,NA,NA,NA,139
SI,03(06),si-3.6,Malicious code protection,"MALICIOUS CODE PROTECTION: TESTING AND VERIFICATION
a. Test malicious code protection mechanisms [Assignment: organization-defined frequency] by introducing known
benign code into the system.
b. Verify that the detection of the code and the associated incident reporting occur.",Control,Not selected,NA,NA,139
SI,03(07),si-3.7,Malicious code protection,"Malicious code protection: Non-signature-based detection
Withdrawn: Incorporated into SI-03.",NA,NA,NA,NA,139
SI,03(08),si-3.8,Malicious code protection,"Malicious code protection: Detect unauthorized commands
a. Detect the following unauthorized operating system commands through the kernel application programming interface
on [Assignment: organization-defined system hardware components]: [Assignment: organization-defined unauthorized
operating system commands].
b. [Selection (one or more): issue a warning; audit the command execution; prevent the execution of the command].",Control,Not selected,NA,NA,139
SI,03(09),si-3.9,Malicious code protection,"Malicious code protection: Authenticate remote commands
Withdrawn: Moved to AC-17(10).",NA,NA,NA,NA,139
SI,03(10),si-3.10,Malicious code protection,"Malicious code protection: Malicious code analysis
a. Employ the following tools and techniques to analyze the characteristics and behaviour of malicious code:
[Assignment: organization-defined tools and techniques].
b. Incorporate the results from malicious code analysis into organizational incident response and flaw remediation
processes.",Control,Not selected,NA,NA,139
SI,04,si-4,System monitoring,"A. Monitor the system to detect:
1. attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment:
organization-defined monitoring objectives]
2. unauthorized local, network, and remote connections
B. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-
defined techniques and methods].
C. Invoke internal monitoring capabilities or deploy monitoring devices:
1. strategically within the system to collect organization-determined essential information
2. at ad hoc locations within the system to track specific types of transactions of interest to the organization
D. Analyze detected events and anomalies.
E. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets,
individuals, other organizations, or Canada.
F. Obtain legal opinion regarding system monitoring activities.
G. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined
personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].",Control,Selected,NA,NA,139
SI,04(01),si-4.1,System monitoring,"System monitoring: System-wide intrusion detection system
Connect and configure individual intrusion detection tools into a system-wide intrusion detection system.",Control,Not selected,NA,NA,140
SI,04(02),si-4.2,System monitoring,"System monitoring: Automated tools and mechanisms for real-time analysis
Employ automated tools and mechanisms to support near real-time analysis of events.",Control,Selected,NA,NA,140
SI,04(03),si-4.3,System monitoring,"System monitoring: Automated tool and mechanism integration
Employ automated tools and mechanisms to integrate intrusion detection tools and mechanisms into access control and
flow control mechanisms.",Control,Not selected,NA,NA,140
SI,04(04),si-4.4,System monitoring,"System monitoring: Inbound and outbound communications traffic
a. Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications
traffic.
b. Monitor inbound and outbound communications traffic [Assignment: organization-defined frequency] for [Assignment:
organization-defined unusual or unauthorized activities or conditions].",Control,Selected,NA,NA,140
SI,04(05),si-4.5,System monitoring,"System monitoring: System-generated alerts
Alert [Assignment: organization-defined personnel or roles] when the following system-generated indications of
compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].",Control,Selected,NA,NA,140
